source_file,source_line,date,category,trial,shape,verdict,delta,note
experiments/fused-training-megakernel/NOTES.md,4787,2026-07-06,rowop,qwen D=128 QKNORM_ROPE_BWD cached-pair path (MK_QKBWD_D128_CACHE),qwen4b-l1,PROMOTED,+25.5/+26.8us medians; QKNORM 304.5->281.2us; main A/B +28.7us 20/24,runtime-scoped to measured qwen attention shape
experiments/fused-training-megakernel/NOTES.md,4812,2026-07-06,gemm-dx,qwen MLP dX m64n256 BF16 NN route (MK_WGMMA_N256_NN_BF16),qwen4b-l1,PROMOTED,+120.5/+102.8us 24/24 both orders; profile 9314.2->9220.1us,wd/wgu dX tiles halved; small-shape n256 BF16 probe stays rejected
experiments/fused-training-megakernel/NOTES.md,4843,2026-07-06,gemm-dx,qwen qkv dX m64n256 BF16 NN route (MK_WGMMA_N256_QKVDX_BF16),qwen4b-l1,PROMOTED,+21.7/+27.1us 15/16+14/16; row span 288.6->264.2us; main +25.6/+31.5us,best profile 9368.5->9148.0us
experiments/fused-training-megakernel/NOTES.md,4869,2026-07-06,gemm-dx,qwen fused dOatt/Drow m64n256 route (MK_WGMMA_N256_DROW_BF16),qwen4b-l1,PROMOTED,+152.8/+127.5us 16/16 both orders; Drow span 350.7->244.7us,best traced step 9287.3->9022.7us; main A/B +120.2/+140.3us
experiments/fused-training-megakernel/NOTES.md,4897,2026-07-06,attention-fwd,ATTN_FWD_WG cross-stage PV pipeline (triple-buffered K/V),all,PROMOTED,S8192 -53.6/-41.0us; small -18.3/-15.7; S4096/nano noise,O/LSE bitwise identical; far below -270 hope (8th absorption entry); S8192 786432 local-LD pre-existing flagged
experiments/fused-training-megakernel/NOTES.md,4915,2026-07-06,lm-head,S256 lm-head n128 default retune (wgmma_n128_ok M gates),s256,PROMOTED,+6.56/+5.90us 145/160+139/160,gate M<512 off; 512<=M<1024 lm_head-only; nano boundary no-change
experiments/fused-training-megakernel/NOTES.md,4932,2026-07-06,measurement,long-S local-LD trace,s8192,LAW,786432 LD sectors = op_attn_combine float w[8] dynamic index; stall cost ~1-2us,LAW amendments: LD==0 gate shape-scoped; attribute via innermost inline frame
experiments/fused-training-megakernel/NOTES.md,4949,2026-07-06,rowop,qwen SwiGLU backward 4W route (MK_SWIGLU_BWD_4W),qwen4b-l1,PROMOTED,+355.71/+329.78us 47/48+48/48; main +355.97/+342.80us 48/48,four warps per I=9728 row; separate from earlier small H512 4W no-go
experiments/fused-training-megakernel/NOTES.md,4977,2026-07-06,measurement,qwen4b-L1 profile anchor at 607ed60,qwen4b-l1,MEASUREMENT,total 9221.8us; head-dX 2886.0us; lm-head fwd 2463.6us; on-path wait 306.8us,off-path vocab dW 5112.1us overlapped
experiments/fused-training-megakernel/NOTES.md,4989,2026-07-06,scheduling,qwen n256 N-major route confirmation (MK_WGMMA_N256_NMAJOR=0),qwen4b-l1,NO-GO,forced M-major lost +87.02us (2/16) and +37.73us (4/16),keep N-major default-on
experiments/fused-training-megakernel/NOTES.md,5001,2026-07-06,tma-smem,qwen n256 stage3 route confirmation (MK_WGMMA_N256_STAGE3=0),qwen4b-l1,NO-GO,forced stage2 lost +293.62/+251.34us 0/16 both orders,keep stage3 default-on
experiments/fused-training-megakernel/NOTES.md,5012,2026-07-06,rowop,small SwiGLU backward 4W route,small,FLIP-PROMOTED,+132.27/+121.23us 80/80 both; promoted +126.06/+133.02us 80/80; profile 3458.7us gap 1.82x,overturned earlier small 4W no-go after scheduler/impl changes
experiments/fused-training-megakernel/NOTES.md,5046,2026-07-06,rowop,small SwiGLU cache-off with 4W (final default),small,PROMOTED,cache-off +25.68/+22.70us 78/80; vs full old default +156.70/+148.88us 80/80; score 3425.9 vs 1916.7us (1.79x),removes small from _SWIGLU_CACHED_2W
experiments/fused-training-megakernel/NOTES.md,5074,2026-07-06,measurement,ab4ffde local-load certification,small,MEASUREMENT,local_op_ld.sum = 0; local_op_st 8437760,earlier 2906 LD sectors belonged to intermediate cached 4W arm; LD law stays small==0
experiments/fused-training-megakernel/NOTES.md,5090,2026-07-06,rowop,nano MK_SWIGLU_BWD_4W recheck,nano,NO-GO,+10.51us 72/80 then -5.34us 18/80 order flip,keep generic SwiGLU backward for nano
experiments/fused-training-megakernel/NOTES.md,5099,2026-07-06,scheduling,small MK_COLD_CAP cap64 recheck,small,NO-GO,+15.09us 68/80 then -1.02us 38/80 order flip,keep cap48
experiments/fused-training-megakernel/NOTES.md,5107,2026-07-06,tma-smem,small MK_GEMM_MBAR_RING=0 recheck,small,NO-GO,forced-old lost +38.03/+44.38us; default wins 62/80+79/80,keep D64 mbar-ring default gate
experiments/fused-training-megakernel/NOTES.md,5116,2026-07-06,gemm-dx,small NN n128 route retune (narrow disable in wgmma_n128_ok),small,PROMOTED,+28.67/+28.40us 78/80+77/80; broad ext +11.76/+7.01us; final +39.22/+33.17us 80/80; profile 3374.9us,NN rows (1024;512;3072)/(1024;512;1024)/(1024;1536;512) back to m64n64; one contaminated log discarded
experiments/fused-training-megakernel/NOTES.md,5175,2026-07-06,gemm-fwd,small NT n128 route retune (exact NT shapes off n128),small,PROMOTED,+56.46/+55.62us 80/80 both; promoted +53.36/+44.85us; profile 3354.8us gap 1.78x,24 NT rows back to m64n64
experiments/fused-training-megakernel/NOTES.md,5204,2026-07-06,scheduling,post-n128 small cold-cap resweep,small,NO-GO,cap48-vs-cap64 -0.13/+1.36us flat; cap0 worse 3322us,keep cap48
experiments/fused-training-megakernel/NOTES.md,5219,2026-07-06,tma-smem,post-n128 small GEMM mbar-ring recheck,small,NO-GO,forced-old lost +154.51/+150.94us 80/80 both,keep D64 mbar-ring
experiments/fused-training-megakernel/NOTES.md,5230,2026-07-06,lm-head,post-NT small lm-head n128 check (MK_WGMMA_N128=0),small,NO-GO,n128off lost -48.88/-48.67us with 1/80+0/80 wins,keep lm-head n128 route
experiments/fused-training-megakernel/NOTES.md,5244,2026-07-06,attention,post-n128 small attention chunk recheck (DKV_C/DQ_C variants),small,NO-GO,all four variants lost -77.71..-32.99us with zero wins,keep DKV_C=1/DQ_C=1
experiments/fused-training-megakernel/NOTES.md,5259,2026-07-06,gemm-fwd,small direct-BF16 GEMM epilogue post-n128 promotion,small,FLIP-PROMOTED,+27.82/+27.01us 80/80 both; promoted-vs-old 28.82/23.71us; profile 3320.1us gap 1.74x,earlier S128-only gate widened to exact small; 32 rows / 5632 tiles
experiments/fused-training-megakernel/NOTES.md,5284,2026-07-06,attention-dq,post-direct DQ_C=2 recheck,small,NO-GO,-29.44/-28.46us; 2/80+1/80,keep DQ_C=1
experiments/fused-training-megakernel/NOTES.md,5294,2026-07-06,scheduling,post-direct cold-cap64 recheck,small,NO-GO,-3.04/-0.85us; cap64 wins 65/160+75/160,keep cap48
experiments/fused-training-megakernel/NOTES.md,5303,2026-07-06,rowop,post-direct small RMS dX R4 recheck,small,NO-GO,-34.08/-35.23us; R4 wins 0/160+1/160,keep normal two-row RMS dX route
experiments/fused-training-megakernel/NOTES.md,5315,2026-07-06,attention-dkv,post-direct small dKV float2 recheck (forced scalar),small,NO-GO,scalar lost -30.77/-28.56us 1/80+0/80,keep dKV float2 direct-atomic
experiments/fused-training-megakernel/NOTES.md,5326,2026-07-06,precision,small attention precise-log promotion (MK_ATTN_FAST_LOG off),small,PROMOTED,precise beat fast +1.34..+2.35us across 80/240/480 reps; promoted -1.04/-1.65us,tiny but repeatable; profile 3331.4us; score 3312.6 vs 1898.0us
experiments/fused-training-megakernel/NOTES.md,5347,2026-07-06,attention-dq,small dQ float2-store recheck (MK_ATTN_DQ_FLOAT2_STORE=1),small,NO-GO,-3.18/-5.76us; 33/80+27/80,keep _adqf2 limited to H256 long-shape gates
experiments/fused-training-megakernel/NOTES.md,5358,2026-07-06,precision,small attention exp2 recheck (MK_ATTN_EXP2_APPROX=0),small,NO-GO,precise lost -28.80/-25.66us 3/80 both,keep _aex2 enabled
experiments/fused-training-megakernel/NOTES.md,5368,2026-07-06,rowop,small qknorm D64 cache recheck (MK_QKBWD_D64_CACHE=0),small,NO-GO,old loop lost -29.25/-26.21us 2/80+1/80,keep _qkbc
experiments/fused-training-megakernel/NOTES.md,5378,2026-07-06,precision,small SwiGLU FMA derivative recheck (MK_SWIGLU_FMA_DERIV=0),small,NO-GO,old +0.30/+2.24us weak; 240-rep split +1.28/-1.30us,keep _swfma; challenger failed both-order repeat gate
experiments/fused-training-megakernel/NOTES.md,5393,2026-07-06,precision,small lm-head exp2 recheck (MK_LMHEAD_EXP2_APPROX=0),small,NO-GO,precise lost -68.45/-67.42us 0/80 both,keep _lex2
experiments/fused-training-megakernel/NOTES.md,5404,2026-07-06,gemm-dx,small Drow direct-store recheck (MK_DROW_DIRECT_STORE=0),small,NO-GO,old atomic path lost -46.56/-49.86us 0/80 both,keep _drowst
experiments/fused-training-megakernel/NOTES.md,5415,2026-07-06,attention-dkv,small dKV direct-atomic recheck (MK_ATTN_DKV_DIRECT_ATOMIC=0),small,NO-GO,old smem-drain lost -91.33/-94.29us 0/80 both,keep _adkva/_adkvf2
experiments/fused-training-megakernel/NOTES.md,5426,2026-07-06,ce,small CE backward exp2 recheck (MK_CE_BWD_EXP2_APPROX=0),small,NO-GO,precise lost -13.98/-12.46us 11/80+8/80,keep _ceb2; margin smaller than original but order-stable
experiments/fused-training-megakernel/NOTES.md,5437,2026-07-06,rowop,small SwiGLU cache recheck (MK_SWIGLU_CACHE_SIG=1),small,NO-GO,cache-on lost -17.70/-18.00us 5/80+4/80,keep sigmoid cache off
experiments/fused-training-megakernel/NOTES.md,5448,2026-07-06,measurement,small profile/score refresh at 581278a,small,MEASUREMENT,profile 3300.9us; score 3289.4 vs graph+ 1894.0us (1.74x),top: ATTN_DQ_WG 294.7; SWIGLU_BWD_4W 281.2; ATTN_FWD_WG 255.3us
experiments/fused-training-megakernel/NOTES.md,5460,2026-07-06,attention-dq,small dQ row-broadcast source probe (MK_ATTN_DQ_ROW_BCAST),small,NO-GO,-14.00/-13.47us; rowbcast wins 8/80+14/80,temporary probe removed; no knob/default added
experiments/fused-training-megakernel/NOTES.md,5474,2026-07-06,rowop,small RMS backward split recheck (MK_RMS_BWD_SPLIT_DW=0),small,NO-GO,combined lost -5.39/-12.02us 26/80+15/80,keep split; fewer instrs do not offset dW drain on dX chain
experiments/fused-training-megakernel/NOTES.md,5488,2026-07-06,gemm-dx,small lm-head dX route recheck (old split-atomic; m64 no-atomic),small,NO-GO,oldsplit -5.14/-3.87us; m64 variant sub-us reverse-order effect at 480 reps,keep current n128 fp32/no-atomic default
experiments/fused-training-megakernel/NOTES.md,5509,2026-07-06,rowop,small Drow zero-fill skip recheck (MK_DROW_ZERO_FILL=0),small,NO-GO,+0.88us 41/80 then -7.23us 20/80 order-mixed,keep Drow zero-fill enabled
experiments/fused-training-megakernel/NOTES.md,5521,2026-07-06,rowop,small SWIGLU_BWD_4W 4-wide body probe (MK_SWIGLU_BWD_4W_V4),small,NO-GO,-5.97/-8.54us; v4 wins 22/80+18/80,temporary source probe reverted
experiments/fused-training-megakernel/NOTES.md,5535,2026-07-06,attention,S8192 attention-combine unroll promotion (MK_ATTN_COMBINE_UNROLL),s8192,PROMOTED,+41.09/+25.41us 16/16; repeats +37.94/+23.39us; promoted-vs-old -29.30/-44.29us old 2/48+1/48,exact S8192 gate; S4096 too weak initially; S3072 regressed
experiments/fused-training-megakernel/NOTES.md,5560,2026-07-06,attention,S4096 attention-combine unroll boundary promotion (clean 005ad84 rerun),s4096,PROMOTED,+18.35us 160/160 and +7.25us 137/160; promoted-vs-old -13.38/-23.76us old 4/160+1/160,contaminated post-qkrope run discarded (~5.7ms medians); S3072 stays excluded
experiments/fused-training-megakernel/NOTES.md,5584,2026-07-06,attention-fwd,post-combine S8192 fwd-band retune,s8192,NO-GO,T48 +58.48/+78.26; T56 +7.63/+15.65; T60 +74.90; T63 +119.74; T66 +8.56/+11.50; T72 +399.79/+436.29us,keep _ATTN_FWD_BAND_T[8192]=64
experiments/fused-training-megakernel/NOTES.md,5608,2026-07-06,scheduling,post-combine S8192 bwd band-order lpt recheck,s8192,NO-GO,-2.96us 10/16 then +5.79us 6/16 order-mixed,keep dq_first
experiments/fused-training-megakernel/NOTES.md,5619,2026-07-06,tma-smem,qwen n256 GEMM mbarrier-ring promotion (_gmbar),qwen4b-l1,PROMOTED,-168.98/-190.53us 16/16 both; old lost +200.67/+170.30us 0/16; total 9221.8->8910.2us; head-dX 2886->2571us,full/empty mbarrier protocol ported into both n256 direct bodies; spill-safe
experiments/fused-training-megakernel/NOTES.md,5648,2026-07-06,lm-head,qwen n256 NT mbar split (_gmbar_n256ntold MK_GEMM_N256_NT_MBAR=0),qwen4b-l1,PROMOTED,NT-old beat full mbar -112.35/-140.50us; forced full +145.18/+123.68us 0/16; total 8904.8us; NT row 2567.8->2476.3us,NT lm-head back to refill loop; NN/TN stay on ring
experiments/fused-training-megakernel/NOTES.md,5676,2026-07-06,scheduling,post-ntmbar qwen n256 nmajor+stage3 confirmation,qwen4b-l1,NO-GO,M-major lost +69.58/+55.02us 1/16; stage2 lost +2569.49/+2571.98us 0/16,keep N-major and stage3 under _gmbar_n256ntold
experiments/fused-training-megakernel/NOTES.md,5693,2026-07-06,attention,S8192 bwd band-size recheck (T36/T44/T48),s8192,NO-GO,T36 +81.82us 1/16; T48 +59.65us 2/16; T44 -2.24 then +11.34us order-mixed,keep T40; DKV wait not fixed by small band retune
experiments/fused-training-megakernel/NOTES.md,5708,2026-07-06,tma-smem,post-ntmbar qwen mbar coverage recheck (MK_GEMM_MBAR_RING=0),qwen4b-l1,NO-GO,no-mbar lost +363.39/+331.84us 0/16 both,keep remaining NN/TN mbar coverage; do not split further
experiments/fused-training-megakernel/NOTES.md,5720,2026-07-06,attention-dkv,post-combine S8192 dKV row-broadcast recheck,s8192,NO-GO,-12.18us 16/16 then repeat flip +5.57us 8/16,keep row-broadcast default gate empty
experiments/fused-training-megakernel/NOTES.md,5736,2026-07-06,ce,qwen CE_BWD label-fixup promotion (MK_CE_BWD_LABEL_FIXUP),qwen4b-l1,PROMOTED,-26.14/-25.28us; confirm -13.01/-30.48us; old lost +33.18/+24.37us; profile 8858.0us; CE_BWD 294.2->256.0us,writes scale*softmax whole row then fixes label element after block sync
experiments/fused-training-megakernel/NOTES.md,5766,2026-07-06,ce,S8192 CE_BWD label-fixup broadening,s8192,PROMOTED,-44.78/-31.82us 16/16 both; old lost +22.29/+31.65us 2/16+1/16,CE_BWD 162.4->144.2us
experiments/fused-training-megakernel/NOTES.md,5786,2026-07-06,ce,small CE_BWD label-fixup broadening,small,PROMOTED,-2.67/-3.30us; confirm -1.28/-3.87us; old lost +3.84/+2.70us,intentionally recorded as tiny paired median win
experiments/fused-training-megakernel/NOTES.md,5807,2026-07-06,ce,H256 CE_BWD label-fixup sweep S1024-S4096,s1024/s2048/s3072/s4096,NO-GO,S1024 -6.54/+2.08; S2048 -7.18/+9.01; S3072 ~0; S4096 -9.34/+1.07us,no shape met two-order gate; keep H256 gate exact-S8192 only
experiments/fused-training-megakernel/NOTES.md,5824,2026-07-06,measurement,small profile/score refresh post-cefix (88dfafb),small,MEASUREMENT,3333.5us profile; 3327.6 vs 1901.2us (1.75x); CE_BWD 28.4us on-path,top: ATTN_DKV_WG 310.3; SWIGLU_BWD_4W 284.9; ATTN_FWD_WG 273.0us
experiments/fused-training-megakernel/NOTES.md,5833,2026-07-06,attention-dkv,small dKV row-broadcast recheck,small,NO-GO,+1.55/+5.84us weak; 160-rep confirm -0.06/+3.94us collapsed,keep dKV row-broadcast off for exact small
experiments/fused-training-megakernel/NOTES.md,5846,2026-07-06,gemm-fwd,S8192 broad n256 NT BF16 force,s8192,NO-GO,+150.26/+162.40us 0/16 both orders,twelve extra NT rows regress; keep n256 limited to head gates
experiments/fused-training-megakernel/NOTES.md,5861,2026-07-06,gemm-dx,S8192 exact n256 NN BF16 promotion,s8192,PROMOTED,-29.14/-18.00us 15/16 both; old lost +16.30/+22.19us,three exact NN shapes promoted; fresh profile 6984.3us still DKV-wait dominated
experiments/fused-training-megakernel/NOTES.md,5886,2026-07-06,attention,post-n256NN S8192 bwd T44 recheck,s8192,NO-GO,+7.98/+10.50us; candidate wins 7/16+4/16,keep _ATTN_BWD_BAND_T[8192]=40
experiments/fused-training-megakernel/NOTES.md,5897,2026-07-06,scheduling,post-n256NN S8192 band-order lpt recheck,s8192,NO-GO,+2.82us then -1.22us 8/16,keep dq_first
experiments/fused-training-megakernel/NOTES.md,5907,2026-07-06,attention-dq,post-n256NN S8192 dQ float2-store recheck (forced scalar),s8192,NO-GO,-1.42us 9/16 then +2.74us 5/16 order-mixed,keep S8192 in _H256_DQ_FLOAT2_S
experiments/fused-training-megakernel/NOTES.md,5919,2026-07-06,fusion,S8192 fused-qkrope n128 promotion (MK_WGMMA_N128_QKROPE),s8192,PROMOTED,old lost +56.37/+52.26us 0/16+1/16; bucket 211.4->173.1us; tiles 512->256 per row,n128 epilogue handles q/k rstd + RoPE + v-head passthrough in 128-col tile
experiments/fused-training-megakernel/NOTES.md,5943,2026-07-06,fusion,S3072/S4096 fused-qkrope n128 boundary promotion,s3072/s4096,PROMOTED,S4096 -41.71/-31.50us 40/40; S3072 -43.01/-39.44us 40/40; promoted-vs-old +39.49/+31.12 and +32.03/+39.02us,S2048 lower boundary stays wg64 (+4.34us reverse 13/40)
experiments/fused-training-megakernel/NOTES.md,5968,2026-07-06,gemm-dx,small head-dX SKR promotion (bit15 splitK + OP_SKR_REDUCE),small,PROMOTED,skr=2 -115.1/-107.7us 40/40 BOTH orders; skr=3 -97.6; skr=4 -76.7/-58.8us,s2048 NO-GO +18.1/+18.3 (matches nvjet split gate); wave quantization law; res-usage bit-identical
experiments/fused-training-megakernel/NOTES.md,6005,2026-07-06,lm-head,small lm_head fwd n256 promotion (post-SKR resweep flip),small,FLIP-PROMOTED,-33.5/-22.8us 40/40 both; old loses +11.1/+33.8us 9/40+2/40,0928Z gauntlet rejection stale; routing-only; small arm ~3258-3273us
experiments/fused-training-megakernel/NOTES.md,6019,2026-07-06,lm-head,s1024/s2048 lm_head n256 promotion (resweep round 2),s1024/s2048,FLIP-PROMOTED,s2048 -25.0/-20.9us 40/40 (old +20.7 0/40); s1024 -10.9/-11.9us probe but recheck-dispersed -4.5..+8.4,MK_CLAIM=132 reconfirmed (64 +468us; 264 +131us 0/40); cold_cap=8 left weak candidate
experiments/fused-training-megakernel/NOTES.md,6032,2026-07-06,rowop,QKNORM_ROPE_BWD per-warp dw partials,small/s4096/s8192,PROMOTED,small -21.1; S4096 -16.5; S8192 -42.6/-65.7us both orders; nano neutral (first +286 was build artifact),replaces block-wide smem atomicAdd on 64 addresses; +4-8KB smem; covers D64/D128/generic
experiments/fused-training-megakernel/NOTES.md,6047,2026-07-06,scheduling,post-SKR small cold-cap8 recheck,small,NO-GO,-0.27 then +8.70us at 120 reps; confirm -2.51 then +7.71us at 160 reps,keep cap48; weak resweep signal did not survive order reversal
experiments/fused-training-megakernel/NOTES.md,6060,2026-07-06,tma-smem,qwen n256 NN TMA-feed promotion (MK_GEMM_N256_TMA),qwen4b-l1,PROMOTED,-340.40/-335.25us 16/16 both orders (9148.27->8807.87us); standalone head-dX -8.8%/-7.2% (394->427-432 TF),elected-thread cp.async.bulk.tensor.2d + expect_tx; global tensormap table; NN-only default; NOT the cluster-multicast no-go
experiments/fused-training-megakernel/NOTES.md,6092,2026-07-06,tma-smem,post-TMA R4 resweep: TN dW TMA flip,qwen4b-l1,FLIP-PROMOTED,forced TN -294.6/-333.8us 16/16 both; qwen 9148-9182 -> 8534-8586us,order-mixed standalone but decisive in-model (absorption R1-exception); stage3/nmajor/NT-split reconfirmed
experiments/fused-training-megakernel/NOTES.md,6111,2026-07-06,gemm-dx,nano/deep head-dX SKR promotion (round 3),nano/deep,PROMOTED,nano skr4 -10.5/-14.3us 37/40+40/40; deep skr4 -32.9/-31.1us; old +18.9/+34.9us,NO-GOs with mechanism: s128 +36.1; s256 +11.9 (M<=256 tile collapse); s1024 noise; gate_up dX +83.1/+65.4 (8 reduce hops)
experiments/fused-training-megakernel/NOTES.md,6127,2026-07-06,scheduling,small idle_ns=64 promotion (resweep round 4),small,PROMOTED,64: -37.3us 40/40 / -6.4us 34/40; 32/128 also beat 256; forced-256 loses +2.9/+30.4us,no-gos: nano/deep lm_head n256 noise; small DKV_C=2 +71.8; DQ_C=2 +32.8us; small ~3220-3235 (~1.71x)
